bookrow_id,bookstoreid,storeid,storenumber,storedisplayname,termid,termname,termnumber,programid,programname,campusid,campusname,department,departmentname,division,divisionname,courseid,coursename,section,sectionname,instructor,schoolname,cmid,mtcid,bookimage,title,edition,author,isbn,materialtype,requirementtype,publisher,publishercode,productcatentryid,copyrightyear,pricerangedisplay,booklink,store_url,user_guid,course_codes,created_on,last_updated_on,code
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_30,AST, , ,215,215,01,01, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:51,2022-8-24 9:45:51,763_1_22_F_30_215_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_31,ATH, , ,202,202,01,01, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:53,2022-8-24 9:45:53,763_1_22_F_31_202_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_31,ATH, , ,203,203,01,01, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:54,2022-8-24 9:45:54,763_1_22_F_31_203_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_31,ATH, , ,207,207,01,01, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:54,2022-8-24 9:45:54,763_1_22_F_31_207_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_31,ATH, , ,224,224,01,01, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:54,2022-8-24 9:45:54,763_1_22_F_31_224_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_31,ATH, , ,230,230,01,01, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:54,2022-8-24 9:45:54,763_1_22_F_31_230_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_31,ATH, , ,231,231,01,01, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:54,2022-8-24 9:45:54,763_1_22_F_31_231_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_31,ATH, , ,231,231,02,02, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:55,2022-8-24 9:45:55,763_1_22_F_31_231_2
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_31,ATH, , ,234,234,01,01, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:55,2022-8-24 9:45:55,763_1_22_F_31_234_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_31,ATH, , ,234,234,02,02, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:55,2022-8-24 9:45:55,763_1_22_F_31_234_2
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_33,BCE, , ,365,365,0,0, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:55,2022-8-24 9:45:55,763_1_22_F_33_365_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_33,BCE, , ,366,366,51,51, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:55,2022-8-24 9:45:55,763_1_22_F_33_366_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,111,111,01,01, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/1337392936_t.gif,Biology,11TH 19,"solomon,eldra",9781337392938, ,REQUIRED,CENGAGE L, , , ,$286.00, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:55,2022-8-24 9:45:55,763_1_22_F_35_111_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,111,111,02,02, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:55,2022-8-24 9:45:55,763_1_22_F_35_111_2
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,111,111,02B,02B, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:55,2022-8-24 9:45:55,763_1_22_F_35_111_3
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,111,111,02F,02F, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:56,2022-8-24 9:45:56,763_1_22_F_35_111_11
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,111,111,03,03, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:56,2022-8-24 9:45:56,763_1_22_F_35_111_4
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,111,111,03X,03X, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:56,2022-8-24 9:45:56,763_1_22_F_35_111_5
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,111,111,04,04, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:56,2022-8-24 9:45:56,763_1_22_F_35_111_6
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,111,111,04B,04B, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:57,2022-8-24 9:45:57,763_1_22_F_35_111_7
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,111,111,04F,04F, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:57,2022-8-24 9:45:57,763_1_22_F_35_111_12
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,111,111,05B,05B, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:57,2022-8-24 9:45:57,763_1_22_F_35_111_8
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,111,111,05F,05F, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:58,2022-8-24 9:45:58,763_1_22_F_35_111_13
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,111,111,06,06, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:58,2022-8-24 9:45:58,763_1_22_F_35_111_9
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,111,111,06B,06B, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:58,2022-8-24 9:45:58,763_1_22_F_35_111_10
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,111,111,06F,06F, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:59,2022-8-24 9:45:59,763_1_22_F_35_111_14
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,111,111,07F,07F, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:45:59,2022-8-24 9:45:59,763_1_22_F_35_111_15
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,201,201,01,01, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Biological Science - Modified Mastering Biology,7TH 20,"freeman,scott",8220117022166, ,REQUIRED,PEARSON CO, , , ,$135.23, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:0,2022-8-24 9:46:0,763_1_22_F_35_201_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,201,201,01B,01B, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:0,2022-8-24 9:46:0,763_1_22_F_35_201_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,201,201,01F,01F, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Biological Science - Modified Mastering Biology,7TH 20,"freeman,scott",8220117022166, ,REQUIRED,PEARSON CO, , , ,$135.23, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:0,2022-8-24 9:46:0,763_1_22_F_35_201_8
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,201,201,02,02, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Biological Science - Modified Mastering Biology,7TH 20,"freeman,scott",8220117022166, ,REQUIRED,PEARSON CO, , , ,$135.23, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:0,2022-8-24 9:46:0,763_1_22_F_35_201_3
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,201,201,02B,02B, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:1,2022-8-24 9:46:1,763_1_22_F_35_201_4
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,201,201,02F,02F, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Biological Science - Modified Mastering Biology,7TH 20,"freeman,scott",8220117022166, ,REQUIRED,PEARSON CO, , , ,$135.23, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:1,2022-8-24 9:46:1,763_1_22_F_35_201_9
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,201,201,05,05, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Biological Science - Modified Mastering Biology,7TH 20,"freeman,scott",8220117022166, ,REQUIRED,PEARSON CO, , , ,$135.23, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:1,2022-8-24 9:46:1,763_1_22_F_35_201_5
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,201,201,05B,05B, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:1,2022-8-24 9:46:1,763_1_22_F_35_201_6
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,201,201,05F,05F, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Biological Science - Modified Mastering Biology,7TH 20,"freeman,scott",8220117022166, ,REQUIRED,PEARSON CO, , , ,$135.23, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:2,2022-8-24 9:46:2,763_1_22_F_35_201_10
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,201,201,07,07, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Biological Science - Modified Mastering Biology,7TH 20,"freeman,scott",8220117022166, ,REQUIRED,PEARSON CO, , , ,$135.23, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:2,2022-8-24 9:46:2,763_1_22_F_35_201_7
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,202,202,01,01, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M002333480_t.gif,Biological Science (Looseleaf) - With Access,7TH 20,"freeman,scott/quillin,kim/allison,lizabeth/black,michael",9780135686041, ,REQUIRED,PEARSON, , , ,$235.72, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:2,2022-8-24 9:46:2,763_1_22_F_35_202_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,221,221,01,01, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M002149172_t.gif,Essentials of Anatomy and Physiology - Text Only,8TH 20,"martini,frederich./bartholomew,edwinf.",9780135203804, ,REQUIRED,PEARSON, , , ,$221.85, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:3,2022-8-24 9:46:3,763_1_22_F_35_221_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,221,221,02,02, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M002149172_t.gif,Essentials of Anatomy and Physiology - Text Only,8TH 20,"martini,frederich./bartholomew,edwinf.",9780135203804, ,REQUIRED,PEARSON, , , ,$221.85, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:3,2022-8-24 9:46:3,763_1_22_F_35_221_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,221,221,03,03, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M002149172_t.gif,Essentials of Anatomy and Physiology - Text Only,8TH 20,"martini,frederich./bartholomew,edwinf.",9780135203804, ,REQUIRED,PEARSON, , , ,$221.85, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:3,2022-8-24 9:46:3,763_1_22_F_35_221_3
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,221,221,05,05, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:3,2022-8-24 9:46:3,763_1_22_F_35_221_5
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,221,221,07,07, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M002149172_t.gif,Essentials of Anatomy and Physiology - Text Only,8TH 20,"martini,frederich./bartholomew,edwinf.",9780135203804, ,REQUIRED,PEARSON, , , ,$221.85, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:4,2022-8-24 9:46:4,763_1_22_F_35_221_4
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,290,290,01,01, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:4,2022-8-24 9:46:4,763_1_22_F_35_290_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,302,302,01,01, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/0134818741_t.gif,Genetic Analysis: An Integrated Approach (Looseleaf),3RD 19,"sanders,markf./bowman,johnl.",9780134818740, ,REQUIRED,PEARSON, , , ,$166.40, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:4,2022-8-24 9:46:4,763_1_22_F_35_302_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,302,302,01,01, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M002153012_t.gif,Genetic Analysis,3RD 19,"sanders,markf.",9780134819273, ,eBookOption,PEARSON CO, , , ,$74.99, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:4,2022-8-24 9:46:4,763_1_22_F_35_302_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,302,302,02,02, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/0134818741_t.gif,Genetic Analysis: An Integrated Approach (Looseleaf),3RD 19,"sanders,markf./bowman,johnl.",9780134818740, ,REQUIRED,PEARSON, , , ,$166.40, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:4,2022-8-24 9:46:4,763_1_22_F_35_302_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,302,302,02,02, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M002153012_t.gif,Genetic Analysis,3RD 19,"sanders,markf.",9780134819273, ,eBookOption,PEARSON CO, , , ,$74.99, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:4,2022-8-24 9:46:4,763_1_22_F_35_302_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,302,302,03,03, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/0134818741_t.gif,Genetic Analysis: An Integrated Approach (Looseleaf),3RD 19,"sanders,markf./bowman,johnl.",9780134818740, ,REQUIRED,PEARSON, , , ,$166.40, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:4,2022-8-24 9:46:4,763_1_22_F_35_302_3
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,302,302,03,03, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M002153012_t.gif,Genetic Analysis,3RD 19,"sanders,markf.",9780134819273, ,eBookOption,PEARSON CO, , , ,$74.99, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:5,2022-8-24 9:46:5,763_1_22_F_35_302_3
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,303,303,01,01, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Ecology (Looseleaf) - With Access,5TH 21,"bowman,williamd./hacker,sallyd.",9781605359229, ,REQUIRED,OXF, , , ,$149.75, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:5,2022-8-24 9:46:5,763_1_22_F_35_303_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,311,311,01,01, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:5,2022-8-24 9:46:5,763_1_22_F_35_311_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,315,315,01,01, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M002181906_t.gif,Essential Cell Biology - With Access (Hardback),5TH 19,"alberts,bruce/hopkin,karen/johnson,alexanderd./morgan,david",9780393680362, ,Recommended,NORTON, , , ,$206.62, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:5,2022-8-24 9:46:5,763_1_22_F_35_315_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,321,321,02,02, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M001893174_t.gif,Fundamentals of Anatomy and Physiology - Text Only,11TH 18,"martini,frederich./nath,judil.",9780134396026, ,REQUIRED,PEARSON, , , ,$332.79, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:5,2022-8-24 9:46:5,763_1_22_F_35_321_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,321,321,02,02, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/0134452313_t.gif,Fundamentals of Anatomy and Physiology (Looseleaf) - Text Only,11TH 18,"martini,frederich./nath,judil./bartholomew,edwinf.",9780134452319, ,Recommended,PEARSON, , , ,$228.79, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:5,2022-8-24 9:46:5,763_1_22_F_35_321_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,321,321,03,03, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M001893174_t.gif,Fundamentals of Anatomy and Physiology - Text Only,11TH 18,"martini,frederich./nath,judil.",9780134396026, ,REQUIRED,PEARSON, , , ,$332.79, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:6,2022-8-24 9:46:6,763_1_22_F_35_321_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,321,321,03,03, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/0134452313_t.gif,Fundamentals of Anatomy and Physiology (Looseleaf) - Text Only,11TH 18,"martini,frederich./nath,judil./bartholomew,edwinf.",9780134452319, ,Recommended,PEARSON, , , ,$228.79, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:6,2022-8-24 9:46:6,763_1_22_F_35_321_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,321,321,04,04, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M001893174_t.gif,Fundamentals of Anatomy and Physiology - Text Only,11TH 18,"martini,frederich./nath,judil.",9780134396026, ,REQUIRED,PEARSON, , , ,$332.79, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:6,2022-8-24 9:46:6,763_1_22_F_35_321_3
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,321,321,04,04, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/0134452313_t.gif,Fundamentals of Anatomy and Physiology (Looseleaf) - Text Only,11TH 18,"martini,frederich./nath,judil./bartholomew,edwinf.",9780134452319, ,Recommended,PEARSON, , , ,$228.79, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:6,2022-8-24 9:46:6,763_1_22_F_35_321_3
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,321,321,05,05, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M001893174_t.gif,Fundamentals of Anatomy and Physiology - Text Only,11TH 18,"martini,frederich./nath,judil.",9780134396026, ,REQUIRED,PEARSON, , , ,$332.79, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:6,2022-8-24 9:46:6,763_1_22_F_35_321_4
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,321,321,05,05, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/0134452313_t.gif,Fundamentals of Anatomy and Physiology (Looseleaf) - Text Only,11TH 18,"martini,frederich./nath,judil./bartholomew,edwinf.",9780134452319, ,Recommended,PEARSON, , , ,$228.79, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:6,2022-8-24 9:46:6,763_1_22_F_35_321_4
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_35,BIO, , ,321,321,06,06, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M001893174_t.gif,Fundamentals of Anatomy and Physiology - Text Only,11TH 18,"martini,frederich./nath,judil.",9780134396026, ,REQUIRED,PEARSON, , , ,$332.79, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:7,2022-8-24 9:46:7,763_1_22_F_35_321_5
