bookrow_id,bookstoreid,storeid,storenumber,storedisplayname,termid,termname,termnumber,programid,programname,campusid,campusname,department,departmentname,division,divisionname,courseid,coursename,section,sectionname,instructor,schoolname,cmid,mtcid,bookimage,title,edition,author,isbn,materialtype,requirementtype,publisher,publishercode,productcatentryid,copyrightyear,pricerangedisplay,booklink,store_url,user_guid,course_codes,created_on,last_updated_on,code
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,206,206,01,01, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M002318319_t.gif,Chemistry: Structure and Properties - Modified Access,2ND 18,"tro,nivaldoj.",8220123697563, ,REQUIRED,PEARSON CO, , , ,$135.23, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:35,2022-8-24 9:46:35,763_1_22_F_55_206_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,206,206,01,01, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/0134777557_t.gif,Chemistry: Structure and Properties (Looseleaf) - with Modified MasteringChemistry Package,2ND 18,"tro,nivaldoj.",9780134777559, ,Recommended,PEARSON, , , ,$270.39, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:36,2022-8-24 9:46:36,763_1_22_F_55_206_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,206,206,01,01, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/0134783093_t.gif,Chemistry: Structure and Properties - With  Mod. Access,2ND 18,"tro,nivaldoj.",9780134783093, ,Recommended,PEARSON, , , ,$395.19, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:36,2022-8-24 9:46:36,763_1_22_F_55_206_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,206,206,01,01, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Eyewear S360 Classic 9305 Goggles,,,,,,, , , ,$16.98, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:36,2022-8-24 9:46:36,763_1_22_F_55_206_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,206,206,02,02, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,PHYSICAL PACK CHM 206 W22,W21,sunybrock,2819280098441, ,REQUIRED,SUNY BROCK, , , ,$7.56, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:36,2022-8-24 9:46:36,763_1_22_F_55_206_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,206,206,02,02, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Notebook: 100 Carbonless,17,haydenmcneil,9780738041940, ,REQUIRED,MAC HIGHER, , , ,$24.62, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:36,2022-8-24 9:46:36,763_1_22_F_55_206_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,206,206,02,02, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M002318319_t.gif,Chemistry: Structure and Properties - Modified Access,2ND 18,"tro,nivaldoj.",8220123697563, ,REQUIRED,PEARSON CO, , , ,$135.23, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:36,2022-8-24 9:46:36,763_1_22_F_55_206_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,206,206,02,02, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/0134777557_t.gif,Chemistry: Structure and Properties (Looseleaf) - with Modified MasteringChemistry Package,2ND 18,"tro,nivaldoj.",9780134777559, ,Recommended,PEARSON, , , ,$270.39, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:36,2022-8-24 9:46:36,763_1_22_F_55_206_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,206,206,02,02, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/0134783093_t.gif,Chemistry: Structure and Properties - With  Mod. Access,2ND 18,"tro,nivaldoj.",9780134783093, ,Recommended,PEARSON, , , ,$395.19, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:36,2022-8-24 9:46:36,763_1_22_F_55_206_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,206,206,02,02, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Eyewear S360 Classic 9305 Goggles,,,,,,, , , ,$16.98, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:36,2022-8-24 9:46:36,763_1_22_F_55_206_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,301,301,01,01, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/1119027667_t.gif,Laboratory Safety for Chemistry Students,2ND 16,"hill,roberth.",9781119027669, ,REQUIRED,WILEY, , , ,$78.00, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:36,2022-8-24 9:46:36,763_1_22_F_55_301_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,302,302,01,01, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M002167452_t.gif,Inorganic Chemistry,7TH 18,"weller,mark/overton,tina/rourke,jonathan",9780198768128, ,REQUIRED,OXF, , , ,$209.99, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:36,2022-8-24 9:46:36,763_1_22_F_55_302_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,305,305,01,01, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/013404228X_t.gif,Organic Chemistry,8TH 17,"bruice,paulayurkanis",9780134042282, ,REQUIRED,PEARSON, , , ,$346.65, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:37,2022-8-24 9:46:37,763_1_22_F_55_305_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,305,305,01,01, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M001966424_t.gif,Organic Chemistry,8TH 17,"bruice,paulayurkanis",9780134066639, ,eBookOption,PEARSON CO, , , ,$94.99, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:37,2022-8-24 9:46:37,763_1_22_F_55_305_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,305,305,01,01, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Organic Chemistry,8TH 17,bruice,8220127890588, ,eBookOption,PEARSON+, , , ,$39.96, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:37,2022-8-24 9:46:37,763_1_22_F_55_305_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,305,305,02,02, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/013404228X_t.gif,Organic Chemistry,8TH 17,"bruice,paulayurkanis",9780134042282, ,REQUIRED,PEARSON, , , ,$346.65, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:37,2022-8-24 9:46:37,763_1_22_F_55_305_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,305,305,02,02, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M001966424_t.gif,Organic Chemistry,8TH 17,"bruice,paulayurkanis",9780134066639, ,eBookOption,PEARSON CO, , , ,$94.99, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:37,2022-8-24 9:46:37,763_1_22_F_55_305_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,305,305,02,02, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Organic Chemistry,8TH 17,bruice,8220127890588, ,eBookOption,PEARSON+, , , ,$39.96, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:37,2022-8-24 9:46:37,763_1_22_F_55_305_2
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,305,305,03,03, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:37,2022-8-24 9:46:37,763_1_22_F_55_305_3
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,305,305,04,04, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/013404228X_t.gif,Organic Chemistry,8TH 17,"bruice,paulayurkanis",9780134042282, ,REQUIRED,PEARSON, , , ,$346.65, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:37,2022-8-24 9:46:37,763_1_22_F_55_305_4
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,305,305,04,04, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M001966424_t.gif,Organic Chemistry,8TH 17,"bruice,paulayurkanis",9780134066639, ,eBookOption,PEARSON CO, , , ,$94.99, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:37,2022-8-24 9:46:37,763_1_22_F_55_305_4
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,305,305,04,04, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Organic Chemistry,8TH 17,bruice,8220127890588, ,eBookOption,PEARSON+, , , ,$39.96, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:37,2022-8-24 9:46:37,763_1_22_F_55_305_4
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,350,350,01,01, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:37,2022-8-24 9:46:37,763_1_22_F_55_350_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,399,399,61,61, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:38,2022-8-24 9:46:38,763_1_22_F_55_399_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,400,400,01,01, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:38,2022-8-24 9:46:38,763_1_22_F_55_400_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,405,405,01,01, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/0935702997_t.gif,Physical Chemistry: A Molecular Approach,97,"mcquarrie,donalda.",9780935702996, ,REQUIRED,UNIV SCI, , , ,$141.00, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:38,2022-8-24 9:46:38,763_1_22_F_55_405_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,408,408,01,01, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:38,2022-8-24 9:46:38,763_1_22_F_55_408_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,431,431,01,01, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/0321811054_t.gif,Inorganic Chemistry,5TH 14,"miessler,garyl.",9780321811059, ,REQUIRED,PEARSON, , , ,$284.25, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:38,2022-8-24 9:46:38,763_1_22_F_55_431_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,432,432,01,01, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:38,2022-8-24 9:46:38,763_1_22_F_55_432_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,467,467,01,01, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Lehninger Principles of Biochemistry,8TH 21,"nelson,davidl./cox,michaelm.",9781319228002, ,REQUIRED,MAC HIGHER, , , ,$372.28, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:38,2022-8-24 9:46:38,763_1_22_F_55_467_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,470,470,01,01, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:38,2022-8-24 9:46:38,763_1_22_F_55_470_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,499,499,50,50, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:39,2022-8-24 9:46:39,763_1_22_F_55_499_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,499,499,51,51, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:39,2022-8-24 9:46:39,763_1_22_F_55_499_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,567,567,01,01, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Lehninger Principles of Biochemistry,8TH 21,"nelson,davidl./cox,michaelm.",9781319228002, ,REQUIRED,MAC HIGHER, , , ,$372.28, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:39,2022-8-24 9:46:39,763_1_22_F_55_567_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_55,CHM, , ,570,570,01,01, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:39,2022-8-24 9:46:39,763_1_22_F_55_570_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_56,CHN, , ,111,111,01,01, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,INTEGRATED CHINESE WEB APP,4E V1,liu,9781622911721, ,REQUIRED,CHENG+TSUI, , , ,$62.39, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:39,2022-8-24 9:46:39,763_1_22_F_56_111_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,116,116,01,01, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/0357025768_t.gif,New Perspectives Microsoft Office 365 Excel 2019: Comprehensive,19,"parsons,junejamrich",9780357025765, ,Recommended,CENGAGE L, , , ,$205.92, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:39,2022-8-24 9:46:39,763_1_22_F_57_116_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,116,116,01,01, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M005186058_t.gif,Cengage Unlimited - Access (1 Semester),18,cengage,9780357700006, ,eBookOption,CENGAGE U, , , ,$134.99, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:39,2022-8-24 9:46:39,763_1_22_F_57_116_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,116,116,01B,01B, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:39,2022-8-24 9:46:39,763_1_22_F_57_116_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,116,116,01F,01F, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/0357025768_t.gif,New Perspectives Microsoft Office 365 Excel 2019: Comprehensive,19,"parsons,junejamrich",9780357025765, ,Recommended,CENGAGE L, , , ,$205.92, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:40,2022-8-24 9:46:40,763_1_22_F_57_116_3
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,116,116,01F,01F, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M005186058_t.gif,Cengage Unlimited - Access (1 Semester),18,cengage,9780357700006, ,eBookOption,CENGAGE U, , , ,$134.99, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:40,2022-8-24 9:46:40,763_1_22_F_57_116_3
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,117,117,01,01, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/0133775984_t.gif,Programming the World Wide Web,8TH 15,"sebesta,robertw.",9780133775983, ,REQUIRED,PEARSON, , , ,$173.32, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:40,2022-8-24 9:46:40,763_1_22_F_57_117_1
 , ,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,117,117,01B,01B, ,SUNY Brockport Official Bookstore, , ,,,,,, , ,, , , ,, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:40,2022-8-24 9:46:40,763_1_22_F_57_117_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,117,117,01F,01F, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/0133775984_t.gif,Programming the World Wide Web,8TH 15,"sebesta,robertw.",9780133775983, ,REQUIRED,PEARSON, , , ,$173.32, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:40,2022-8-24 9:46:40,763_1_22_F_57_117_5
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,117,117,02,02, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/0133775984_t.gif,Programming the World Wide Web,8TH 15,"sebesta,robertw.",9780133775983, ,REQUIRED,PEARSON, , , ,$173.32, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:40,2022-8-24 9:46:40,763_1_22_F_57_117_3
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,117,117,02T,02T, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/0133775984_t.gif,Programming the World Wide Web,8TH 15,"sebesta,robertw.",9780133775983, ,REQUIRED,PEARSON, , , ,$173.32, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:41,2022-8-24 9:46:41,763_1_22_F_57_117_4
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,217,217,01,01, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,"Technology in Action, Complete",17TH 22,"evans,alan",9780136903666, ,REQUIRED,RENT PEARS, , , ,$80.99, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:41,2022-8-24 9:46:41,763_1_22_F_57_217_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,217,217,01,01, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Technology in Action,17TH 22,"evans,alan",9780136903574, ,REQUIRED,PEARSON CO, , , ,$90.00, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:41,2022-8-24 9:46:41,763_1_22_F_57_217_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,217,217,01,01, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Exploring 2019 with Technology in Action - Access,17TH 22,"martin,kendall",8220123646912, ,REQUIRED,PEARSON CO, , , ,$138.50, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:41,2022-8-24 9:46:41,763_1_22_F_57_217_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,217,217,01,01, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Mylab It With Pearson Etext -- Access Card -- For Exploring 2021 With Te,17TH 23,poatsy,8220127354356, ,eBookOption,PEARSON CO, , , ,$123.48, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:41,2022-8-24 9:46:41,763_1_22_F_57_217_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,217,217,01,01, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M002286082_t.gif,"Exploring Microsoft Office Excel 2019, Comprehensive",20,"poatsy,maryanne/mulbery,keith/davidson,jason",9780135452752, ,PackageComponent,PEARSON, , , ,$166.39, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:41,2022-8-24 9:46:41,763_1_22_F_57_217_1
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,217,217,02,02, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,"Technology in Action, Complete",17TH 22,"evans,alan",9780136903666, ,REQUIRED,RENT PEARS, , , ,$80.99, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:41,2022-8-24 9:46:41,763_1_22_F_57_217_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,217,217,02,02, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Technology in Action,17TH 22,"evans,alan",9780136903574, ,REQUIRED,PEARSON CO, , , ,$90.00, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:41,2022-8-24 9:46:41,763_1_22_F_57_217_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,217,217,02,02, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Exploring 2019 with Technology in Action - Access,17TH 22,"martin,kendall",8220123646912, ,REQUIRED,PEARSON CO, , , ,$138.50, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:41,2022-8-24 9:46:41,763_1_22_F_57_217_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,217,217,02,02, ,SUNY Brockport Official Bookstore, , ,https://bookinfo.mbsdirect.net/TextbookInfo/Thumb/M002286082_t.gif,"Exploring Microsoft Office Excel 2019, Comprehensive",20,"poatsy,maryanne/mulbery,keith/davidson,jason",9780135452752, ,PackageComponent,PEARSON, , , ,$166.39, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:41,2022-8-24 9:46:41,763_1_22_F_57_217_2
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,217,217,61,61, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,"Technology in Action, Complete",17TH 22,"evans,alan",9780136903666, ,REQUIRED,RENT PEARS, , , ,$80.99, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:42,2022-8-24 9:46:42,763_1_22_F_57_217_3
 ,,18052, ,SUNY Brockport Official Bookstore,763_1_22_F,Fall 2022, , , ,763,SUNY Brockport Official Bookstore,763_1_57,CIS, , ,217,217,61,61, ,SUNY Brockport Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Technology in Action,17TH 22,"evans,alan",9780136903574, ,REQUIRED,PEARSON CO, , , ,$90.00, ,https://brockport.bncollege.com/, , ,2022-8-24 9:46:42,2022-8-24 9:46:42,763_1_22_F_57_217_3
