 ,,35551, ,Eastern New Mexico University Official Bookstore,613_1_22_F,Fall 22 & 2nd 8 wks, , , ,613,Eastern New Mexico University Official Bookstore,613_1_10,ACCT, , ,2110,2110,001,001, ,Eastern New Mexico University Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Financial Accounting Wpng 1-semester,9TH,kimmel,8220123698218, ,eBookOption,WILEY CONS, , , ,$118.80, ,https://enmu.bncollege.com/, , ,2022-11-28 14:41:44,2022-11-28 14:41:44,613_1_22_F_10_2110_3
 ,,35551, ,Eastern New Mexico University Official Bookstore,613_1_22_F,Fall 22 & 2nd 8 wks, , , ,613,Eastern New Mexico University Official Bookstore,613_1_10,ACCT, , ,2110,2110,1WW,1WW, ,Eastern New Mexico University Official Bookstore, , ,/_ui/responsive/common/images/image-not-found.png,Financial Accounting Wpng 1-semester,9TH,kimmel,8220123698218, ,eBookOption,WILEY CONS, , , ,$118.80, ,https://enmu.bncollege.com/, , ,2022-11-28 14:41:45,2022-11-28 14:41:45,613_1_22_F_10_2110_2
